COMMENT,,B3,"FE 8 Failure Alarm",,"B3[3].15"
COMMENT,,B3,"2 Detectors In Alarm Bit 1",,"B3[4].0"
COMMENT,,B3,"2 Detectors In Alarm Bit 2",,"B3[4].1"
COMMENT,,B3,"2 Detectors In Alarm Bit 3",,"B3[4].2"
COMMENT,,B3,"2 Detectors In Alarm Bit 4",,"B3[4].3"
COMMENT,,B3,"2 Detectors In Alarm Bit 5",,"B3[4].4"
COMMENT,,B3,"2 Detectors In Alarm Zone 2",,"B3[4].5"
COMMENT,,B3,"2 Detectors In Alarm Zone 1",,"B3[4].6"
COMMENT,,B3,"always false",,"B3[4].15"
COMMENT,,B3,"ESD Alarm to Office PLC",,"B3[10].0"
COMMENT,,B3,"Message to PLC 2",,"B3[11].0"
COMMENT,,B3,"Pull Station 10 Office PLC Zone 1",,"B3[11].2"
COMMENT,,B3,"afi bit",,"B3[11].15"
ALIAS,,B31,"","","B3[11].0","(RADIX := Decimal, ExternalAccess := Read/Write)"
TAG,,BHI,"","BHI_UDT[1]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,C5,"","COUNTER[8]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,CS0,"","DINT[71]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CS2,"","DINT[71]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,EII,"","EII_UDT[8]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,ES1,"","DINT[178]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,F8,"","REAL[1]","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,HSC,"","HSC_UDT[6]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,I1_LegacyValuesAndDescriptions,"","INT[1]","","(RADIX := Binary, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,I1_LegacyValuesAndDescriptions,"Fire Eye 8 Failure Alarm",,"I1_LegacyValuesAndDescriptions[0].0"
COMMENT,,I1_LegacyValuesAndDescriptions,"Fire Eye 8 Fire Detected Zone 2",,"I1_LegacyValuesAndDescriptions[0].1"
COMMENT,,I1_LegacyValuesAndDescriptions,"Fire Eye 1 Failure",,"I1_LegacyValuesAndDescriptions[0].7"
ALIAS,,MG,"","","MG9_000","(ExternalAccess := Read/Write)"
TAG,,MMI,"","MMI_UDT[1]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,N15,"","DINT[1]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,N7,"","DINT[1]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,PTOX,"","PTOX_UDT[3]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,PWMX,"","PWMX_UDT[3]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,R,"","CONTROL[6]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,R1,"","CONTROL[6]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,R6,"","CONTROL[1]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,RTC,"","RTC_UDT[1]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,S,"","INT[66]","","(RADIX := Hex, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,S,"Arithmetic Flags",,"S[0]"
COMMENT,,S,"Processor Arithmetic Carry Flag",,"S[0].0"
COMMENT,,S,"Processor Arithmetic Underflow/ Overflow Flag",,"S[0].1"
COMMENT,,S,"Processor Arithmetic Zero Flag",,"S[0].2"
COMMENT,,S,"Processor Arithmetic Sign Flag",,"S[0].3"
COMMENT,,S,"Processor Mode Status/ Control",,"S[1]"
COMMENT,,S,"Processor Mode Bit 0",,"S[1].0"
COMMENT,,S,"Processor Mode Bit 1",,"S[1].1"
COMMENT,,S,"Processor Mode Bit 2",,"S[1].2"
COMMENT,,S,"Processor Mode Bit 3",,"S[1].3"
COMMENT,,S,"Processor Mode Bit 4",,"S[1].4"
COMMENT,,S,"Forces Enabled",,"S[1].5"
COMMENT,,S,"Forces Present",,"S[1].6"
COMMENT,,S,"Comms Active",,"S[1].7"
COMMENT,,S,"Fault Override at Powerup",,"S[1].8"
COMMENT,,S,"Startup Protection Fault",,"S[1].9"
COMMENT,,S,"Load Memory Module on Memory Error",,"S[1].10"
COMMENT,,S,"Load Memory Module Always",,"S[1].11"
COMMENT,,S,"Load Memory Module and RUN",,"S[1].12"
COMMENT,,S,"Major Error Halted",,"S[1].13"
COMMENT,,S,"Access Denied",,"S[1].14"
COMMENT,,S,"First Pass",,"S[1].15"
COMMENT,,S,"STI Pending",,"S[2].0"
COMMENT,,S,"STI Enabled",,"S[2].1"
COMMENT,,S,"STI Executing",,"S[2].2"
COMMENT,,S,"Index Addressing File Range",,"S[2].3"
COMMENT,,S,"Saved with Debug Single Step",,"S[2].4"
COMMENT,,S,"DH-485 Incoming Command Pending",,"S[2].5"
COMMENT,,S,"DH-485 Message Reply Pending",,"S[2].6"
COMMENT,,S,"DH-485 Outgoing Message Command Pending",,"S[2].7"
COMMENT,,S,"Comms Servicing Selection",,"S[2].15"
COMMENT,,S,"Current Scan Time/ Watchdog Scan Time",,"S[3]"
COMMENT,,S,"Time Base",,"S[4]"
COMMENT,,S,"Overflow Trap",,"S[5].0"
COMMENT,,S,"Control Register Error",,"S[5].2"
COMMENT,,S,"Major Err Detected Executing UserFault Routine",,"S[5].3"
COMMENT,,S,"M0-M1 Referenced on Disabled Slot",,"S[5].4"
COMMENT,,S,"Memory Module Boot",,"S[5].8"
COMMENT,,S,"Memory Module Password Mismatch",,"S[5].9"
COMMENT,,S,"STI Overflow",,"S[5].10"
COMMENT,,S,"Battery Low",,"S[5].11"
COMMENT,,S,"Major Error Fault Code",,"S[6]"
COMMENT,,S,"Suspend Code",,"S[7]"
COMMENT,,S,"Suspend File",,"S[8]"
COMMENT,,S,"Active Nodes",,"S[9]"
COMMENT,,S,"Active Nodes",,"S[10]"
COMMENT,,S,"I/O Slot Enables",,"S[11]"
COMMENT,,S,"I/O Slot Enables",,"S[12]"
COMMENT,,S,"Math Register",,"S[13]"
COMMENT,,S,"Math Register",,"S[14]"
COMMENT,,S,"Node Address/ Baud Rate",,"S[15]"
COMMENT,,S,"Debug Single Step Rung",,"S[16]"
COMMENT,,S,"Debug Single Step File",,"S[17]"
COMMENT,,S,"Debug Single Step Breakpoint Rung",,"S[18]"
COMMENT,,S,"Debug Single Step Breakpoint File",,"S[19]"
COMMENT,,S,"Debug Fault/ Powerdown Rung",,"S[20]"
COMMENT,,S,"Debug Fault/ Powerdown File",,"S[21]"
COMMENT,,S,"Maximum Observed Scan Time",,"S[22]"
COMMENT,,S,"Average Scan Time",,"S[23]"
COMMENT,,S,"Index Register",,"S[24]"
COMMENT,,S,"I/O Interrupt Pending",,"S[25]"
COMMENT,,S,"I/O Interrupt Pending",,"S[26]"
COMMENT,,S,"I/O Interrupt Enabled",,"S[27]"
COMMENT,,S,"I/O Interrupt Enabled",,"S[28]"
COMMENT,,S,"User Fault Routine File Number",,"S[29]"
COMMENT,,S,"STI Setpoint",,"S[30]"
COMMENT,,S,"STI File Number",,"S[31]"
COMMENT,,S,"I/O Interrupt Executing",,"S[32]"
COMMENT,,S,"Extended Proc Status Control Word",,"S[33]"
COMMENT,,S,"Incoming Command Pending",,"S[33].0"
COMMENT,,S,"Message Reply Pending",,"S[33].1"
COMMENT,,S,"Outgoing Message Command Pending",,"S[33].2"
COMMENT,,S,"Selection Status User/DF1",,"S[33].3"
COMMENT,,S,"Communicat Active",,"S[33].4"
COMMENT,,S,"Communicat Servicing Selection",,"S[33].5"
COMMENT,,S,"Message Servicing Selection Channel 0",,"S[33].6"
COMMENT,,S,"Message Servicing Selection Channel 1",,"S[33].7"
COMMENT,,S,"Interrupt Latency Control Flag",,"S[33].8"
COMMENT,,S,"Scan Toggle Flag",,"S[33].9"
COMMENT,,S,"Discrete Input Interrupt Reconfigur Flag",,"S[33].10"
COMMENT,,S,"Online Edit Status",,"S[33].11"
COMMENT,,S,"Online Edit Status",,"S[33].12"
COMMENT,,S,"Scan Time Timebase Selection",,"S[33].13"
COMMENT,,S,"DTR Control Bit",,"S[33].14"
COMMENT,,S,"DTR Force Bit",,"S[33].15"
COMMENT,,S,"Pass-thru Disabled",,"S[34]"
COMMENT,,S,"Pass-Thru Disabled Flag",,"S[34].0"
COMMENT,,S,"DH+ Active Node Table Enable Flag",,"S[34].1"
COMMENT,,S,"Floating Point Math Flag Disable,Fl",,"S[34].2"
COMMENT,,S,"Last 1 ms Scan Time",,"S[35]"
COMMENT,,S,"Extended Minor Error Bits",,"S[36]"
COMMENT,,S,"DII Lost",,"S[36].8"
COMMENT,,S,"STI Lost",,"S[36].9"
COMMENT,,S,"Memory Module Data File Overwrite Protection",,"S[36].10"
COMMENT,,S,"Clock Calendar Year",,"S[37]"
COMMENT,,S,"Clock Calendar Month",,"S[38]"
COMMENT,,S,"Clock Calendar Day",,"S[39]"
COMMENT,,S,"Clock Calendar Hours",,"S[40]"
COMMENT,,S,"Clock Calendar Minutes",,"S[41]"
COMMENT,,S,"Clock Calendar Seconds",,"S[42]"
COMMENT,,S,"STI Interrupt Time",,"S[43]"
COMMENT,,S,"I/O Event Interrupt Time",,"S[44]"
COMMENT,,S,"DII Interrupt Time",,"S[45]"
COMMENT,,S,"Discrete Input Interrupt- File Number",,"S[46]"
COMMENT,,S,"Discrete Input Interrupt- Slot Number",,"S[47]"
COMMENT,,S,"Discrete Input Interrupt- Bit Mask",,"S[48]"
COMMENT,,S,"Discrete Input Interrupt- Compare Value",,"S[49]"
COMMENT,,S,"Processor Catalog Number",,"S[50]"
COMMENT,,S,"Discrete Input Interrupt- Return Number",,"S[51]"
COMMENT,,S,"Discrete Input Interrupt- Accumulat",,"S[52]"
COMMENT,,S,"Reserved/ Clock Calendar Day of the Week",,"S[53]"
COMMENT,,S,"Last DII Scan Time",,"S[55]"
COMMENT,,S,"Maximum Observed DII Scan Time",,"S[56]"
COMMENT,,S,"Operating System Catalog Number",,"S[57]"
COMMENT,,S,"Operating System Series",,"S[58]"
COMMENT,,S,"Operating System FRN",,"S[59]"
COMMENT,,S,"Processor Series",,"S[61]"
COMMENT,,S,"Processor Revision",,"S[62]"
COMMENT,,S,"User Program Type",,"S[63]"
COMMENT,,S,"User Program Functional Index",,"S[64]"
COMMENT,,S,"User RAM Size",,"S[65]"
ALIAS,,S24,"","","S[24]","(RADIX := Hex, ExternalAccess := Read/Write)"
TAG,,SLOT00_Bul_1766_Placeholder,"","SLOT00_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,STI,"","STI_UDT[1]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,T4,"","TIMER[17]","","(Constant := false, ExternalAccess := Read/Write)"
COMMENT,,T4,"Message Control Timer",,"T4[0]"
COMMENT,,T4,"Delay Trigger Timer",,"T4[1]"
COMMENT,,T4,"Delay Timer",,"T4[2]"
COMMENT,,T4,"Delay Trigger Timer",,"T4[3]"
COMMENT,,T4,"Delay Trigger Timer",,"T4[4]"
COMMENT,,T4,"Delay Trigger Timer",,"T4[5]"
COMMENT,,T4,"Delay Trigger Timer",,"T4[6]"
COMMENT,,T4,"Delay Trigger Timer",,"T4[7]"
COMMENT,,T4,"Delay Trigger Timer",,"T4[8]"
COMMENT,,T4,"Delay Timer",,"T4[9]"
COMMENT,,T4,"Delay Timer",,"T4[10]"
COMMENT,,T4,"Delay Timer",,"T4[11]"
COMMENT,,T4,"Delay Timer",,"T4[12]"
COMMENT,,T4,"Delay Timer",,"T4[13]"
COMMENT,,T4,"Delay Timer",,"T4[14]"
COMMENT,,T4,"Delay Timer",,"T4[15]"
COMMENT,,T4,"Delay Timer",,"T4[16]"
ALIAS,,XIO,"","","SLOT00_Bul_1766_Placeholder.I[0].7","(RADIX := Decimal, ExternalAccess := Read/Write)"
TYPE,SCOPE,ROUTINE,COMMENT,OWNING_ELEMENT,LOCATION
RCOMMENT,"_2_LADDER","_2_LADDER","*** Generated by Migration Tool: MSG instruction and associated MESSAGE tag need to be manually verified. *** ","MSG()","59"
